name,office_full,party_full,state,district,candidate_id
JAIN USHA DR.,House,NON-PARTY,FL,10,H2FL10325
LOWE THUY,House,REPUBLICAN PARTY,FL,10,H2FL10333
BROWN CORRINE,House,DEMOCRATIC PARTY,FL,10,H2FL10358
MITCHELL STEVE,House,REPUBLICAN PARTY,FL,14,H2FL11026
ROBINSON JOEL,House,REPUBLICAN PARTY,FL,11,H2FL11034
HARMATZ HUGO R,House,REPUBLICAN PARTY,FL,11,H2FL11042
DEMINICO JOE,House,INDEPENDENT,FL,11,H2FL11059
ISAACSON PHILLIP LEE,House,REPUBLICAN PARTY,FL,11,H2FL11067
FLASH ROCKY,House,REPUBLICAN PARTY,FL,11,H2FL11075
BENNETT MICHAEL S MIKE,House,REPUBLICAN PARTY,FL,11,H2FL11083
OTERO EVELIO,House,REPUBLICAN PARTY,FL,14,H2FL11091
SABATINI ANTHONY,House,REPUBLICAN PARTY,FL,11,H2FL11117
SORIANO GAVRIEL ELIYAHU,House,REPUBLICAN PARTY,FL,11,H2FL11125
MUNNS SHANTE,House,DEMOCRATIC PARTY,FL,11,H2FL11174
PORTER KEVIN DEAN,House,UNAFFILIATED,FL,11,H2FL11182
SMITH LAWRENCE JACK,House,DEMOCRATIC PARTY,FL,16,H2FL12016
LEWIS TOM,House,REPUBLICAN PARTY,FL,16,H2FL12024
CULVERHOUSE BRAD,House,DEMOCRATIC PARTY,FL,12,H2FL12032
FIELDING EDWARD V,House,REPUBLICAN PARTY,FL,23,H2FL12057
ELLIOTT PAUL SIDNEY,House,REPUBLICAN PARTY,FL,14,H2FL12065
VANHORN WILLIAM,House,DEMOCRATIC PARTY,FL,15,H2FL12073
CARNEVALE MICHAEL,House,REPUBLICAN PARTY,FL,12,H2FL12081
SKINNER JEANNETTE RENEE,House,REPUBLICAN PARTY,FL,11,H2FL12115
LEISER CHRISTOPHER MR.,House,REPUBLICAN PARTY,FL,12,H2FL12131
EWING TED,House,REPUBLICAN PARTY,FL,13,H2FL13014
STEVENS DANA,House,DEMOCRATIC PARTY,FL,13,H2FL13022
DAPRA BRIAN,House,DEMOCRATIC PARTY,FL,13,H2FL13030
SLAVIN STEPHANIE,House,DEMOCRATIC PARTY,FL,13,H2FL13048
LEPORE SCOTT JOHN,House,REPUBLICAN PARTY,FL,13,H2FL13055
LOUIS RICK,House,REPUBLICAN PARTY,FL,13,H2FL13063
THORPE RICHARD JAMES (JIM THORPE),House,REPUBLICAN PARTY,FL,13,H2FL13089
FLAKE CHESTER EARL III,House,REPUBLICAN PARTY,FL,13,H2FL13097
MCKENZIE CHARLES S JR,House,DEMOCRATIC PARTY,FL,13,H2FL13105
MCELYEA CANDICE BROWN,House,DEMOCRATIC PARTY,FL,13,H2FL13121
SCHNEIDER JAN,House,DEMOCRATIC PARTY,FL,16,H2FL13139
WEIGLE BRADLEY LYMAN,House,DEMOCRATIC PARTY,FL,13,H2FL13147
HILL JOHN CHARLES,House,REPUBLICAN PARTY,FL,13,H2FL13154
FEHELEY PATRICK J.,House,DEMOCRATIC PARTY,FL,13,H2FL13162
FITZGERALD KEITH,House,DEMOCRATIC PARTY,FL,16,H2FL13188
HAYDEN NINA LYNN,House,DEMOCRATIC PARTY,FL,13,H2FL13196
CRAFT FRANK S,House,LIBERTARIAN PARTY,FL,13,H2FL13212
DIAMOND BEN,House,DEMOCRATIC PARTY,FL,13,H2FL13220
RAYNER MICHELE K. MS.,House,DEMOCRATIC PARTY,FL,13,H2FL13246
KHEIREDDINE MONEER,House,REPUBLICAN PARTY,FL,13,H2FL13261
HENSON AUDREY,House,REPUBLICAN PARTY,FL,13,H2FL13279
HAYSLETT KEVIN,House,REPUBLICAN PARTY,FL,13,H2FL13287
IGLESIAS MANUEL E.,House,REPUBLICAN PARTY,FL,18,H2FL14020
STUBER JAMES A,House,DEMOCRATIC PARTY,FL,16,H2FL14046
FRANKEL LOIS J.,House,DEMOCRATIC PARTY,FL,22,H2FL14053
ALBION JOHN ERIC,House,REPUBLICAN PARTY,FL,14,H2FL14061
KYLE BRUCE,House,REPUBLICAN PARTY,FL,14,H2FL14079
COY ANDY,House,REPUBLICAN PARTY,FL,14,H2FL14087
KREEGEL PAIGE MD,House,REPUBLICAN PARTY,FL,14,H2FL14095
DAVIDOW JOSEPH ASHER,House,REPUBLICAN PARTY,FL,19,H2FL14111
SCHERER THOMAS E,House,OTHER,FL,14,H2FL14129
HALL TAMMARA A,House,REPUBLICAN PARTY,FL,14,H2FL14137
AUBUCHON GARY,House,REPUBLICAN PARTY,FL,19,H2FL14145
GOSS CHAUNCEY P,House,REPUBLICAN PARTY,FL,19,H2FL14152
SAWYER JOHN W III,House,REPUBLICAN PARTY,FL,17,H2FL14160
OWENS BRIAN,House,REPUBLICAN PARTY,FL,14,H2FL14178
DONALDS BYRON,House,REPUBLICAN PARTY,FL,19,H2FL14186
RADEL HENRY J. III,House,REPUBLICAN PARTY,FL,19,H2FL14194
KEE BILL,House,NONE,FL,14,H2FL14210
URBINA ANGEL SALVADOR,House,REPUBLICAN PARTY,FL,14,H2FL14244
BRADLEY CHRISTOPHER,House,DEMOCRATIC PARTY,FL,14,H2FL14269
JUDGE JAMES MR,House,REPUBLICAN PARTY,FL,12,H2FL14277
NASHAGH SAM,House,REPUBLICAN PARTY,FL,14,H2FL14301
SANSOM DIXIE ANN NEWTON,House,REPUBLICAN PARTY,FL,15,H2FL15019
BESSINGER LARRY,House,DEMOCRATIC PARTY,FL,15,H2FL15027
WECHSLER BRUCE P,House,LIBERTARIAN PARTY,FL,15,H2FL15043
TSO JIM,House,DEMOCRATIC PARTY,FL,15,H2FL15050
OXNER MARK ANTHONY,House,REPUBLICAN PARTY,FL,9,H2FL15076
GUNTER DAVID ALAN,House,DEMOCRATIC PARTY,FL,8,H2FL15084
RAMCHARRAN LILAWATIE LILY MRS.,House,DEMOCRATIC PARTY,FL,15,H2FL15092
GELLER EDDIE,House,DEMOCRATIC PARTY,FL,15,H2FL15100
RAYBON JENNIFER SUSAN,House,REPUBLICAN PARTY,FL,18,H2FL15134
SCHMELING WENDY JUNE MS.,House,REPUBLICAN PARTY,FL,18,H2FL15159
TOLEDO JACKIE,House,REPUBLICAN PARTY,FL,15,H2FL15191
CHAMBERS CHRIS,House,REPUBLICAN PARTY,FL,14,H2FL15209
ROSS DENNIS,House,REPUBLICAN PARTY,FL,15,H2FL15217
BROWN GAVIN,House,DEMOCRATIC PARTY,FL,15,H2FL15225
STARGEL KELLI,House,REPUBLICAN PARTY,FL,15,H2FL15233
LEE LAUREL,House,REPUBLICAN PARTY,FL,15,H2FL15241
RAMIREZ CESAR,House,DEMOCRATIC PARTY,FL,15,H2FL15258
TORRES JERRY,House,REPUBLICAN PARTY,FL,14,H2FL15266
FADGEN JEROME S,House,REPUBLICAN PARTY,FL,16,H2FL16017
SMITH JOSEPH DR,House,REPUBLICAN PARTY,FL,16,H2FL16025
BONILLA MARILYN,House,REPUBLICAN PARTY,FL,20,H2FL16033
DEUTSCH PETER R,House,DEMOCRATIC PARTY,FL,20,H2FL16041
COMERFORD JOHN P,House,DEMOCRATIC PARTY,FL,16,H2FL16058
EGGLESTON KEN,House,DEMOCRATIC PARTY,FL,16,H2FL16066
MCLAIN JOHN (JACK) I,House,CONSTITUTIONAL,FL,22,H2FL16074
ARNOLD JOE,House,REPUBLICAN PARTY,FL,17,H2FL16082
HYDE MARTIN,House,REPUBLICAN PARTY,FL,16,H2FL16108
MEEK CARRIE,House,DEMOCRATIC PARTY,FL,17,H2FL17023
MEEK KENRICK B,House,DEMOCRATIC PARTY,FL,17,H2FL17056
KALE ANDREA DORIA,House,DEMOCRATIC PARTY,FL,17,H2FL17106
NUNEZ RICARDO,House,REPUBLICAN PARTY,FL,18,H2FL18013
DAVIS MAGDA MONTIEL,House,DEMOCRATIC PARTY,FL,18,H2FL18021
SORENSON KATY,House,DEMOCRATIC PARTY,FL,18,H2FL18039
PEIXOTO JOSE FELIX,House,REPUBLICAN PARTY,FL,26,H2FL18054
CROWDER ROBERT L,House,REPUBLICAN PARTY,FL,18,H2FL18062
MARTZ MELISSA,House,REPUBLICAN PARTY,FL,21,H2FL18088
BALDERRAMOS ROBINSON CORINNA,House,DEMOCRATIC PARTY,FL,21,H2FL18096
RINKER GLENN GARFIELD,House,REPUBLICAN PARTY,FL,19,H2FL19029
DIAZ-BALART LINCOLN,House,REPUBLICAN PARTY,FL,21,H2FL19037
MCCONAGHEY W PHIL,House,REPUBLICAN PARTY,FL,20,H2FL19045
MERKL JACK,House,REPUBLICAN PARTY,FL,19,H2FL19078
HENAO CESAR,House,NONE,FL,21,H2FL19094
HUFF JIM,House,REPUBLICAN PARTY,FL,19,H2FL19110
GROSSMAN NICKI ENGLANDER,House,DEMOCRATIC PARTY,FL,20,H2FL20019
BLACKBURN JAMES M,House,INDEPENDENT,FL,20,H2FL20027
KAUFMAN JOE,House,REPUBLICAN PARTY,FL,23,H2FL20043
DEFARIA OSVALDO JR,House,REPUBLICAN PARTY,FL,20,H2FL20050
GARCIA JUAN ELIEL,House,REPUBLICAN PARTY,FL,23,H2FL20076
BRESSO GINEEN,House,REPUBLICAN PARTY,FL,23,H2FL20092
TERRY RANDALL A,House,INDEPENDENT,FL,20,H2FL20100
SHARIEF BARBARA,House,DEMOCRATIC PARTY,FL,20,H2FL20134
DOWLING ELVIN,House,DEMOCRATIC PARTY,FL,20,H2FL20142
HOLNESS DALE V.C. MR.,House,DEMOCRATIC PARTY,FL,20,H2FL20159
TAYLOR PRISCILLA ANN,House,DEMOCRATIC PARTY,FL,20,H2FL20175
THURSTON PERRY,House,DEMOCRATIC PARTY,FL,20,H2FL20183
TER MAAT MICHAEL,House,LIBERTARIAN PARTY,FL,20,H2FL20191
DUBOSE BOBBY B,House,DEMOCRATIC PARTY,FL,20,H2FL20209
HARDY OMARI,House,DEMOCRATIC PARTY,FL,20,H2FL20217
DEGRAMMONT VIC,House,REPUBLICAN PARTY,FL,20,H2FL20225
SERRATORE LEONARD LOUIS MR.,House,REPUBLICAN PARTY,FL,18,H2FL20241
JACKSON PHIL,House,DEMOCRATIC PARTY,FL,20,H2FL20266
MARINER JASON,House,REPUBLICAN PARTY,FL,20,H2FL20290
MARGOLIS GWEN,House,DEMOCRATIC PARTY,FL,22,H2FL21017
SOUTO JAVIER D,House,REPUBLICAN PARTY,FL,21,H2FL21033
GONZALEZ EDDIE,House,NONE,FL,25,H2FL21058
"TROUT W. MICHAEL ""MIKE""",House,,FL,21,H2FL21066
FEIT KEITH DR.,House,REPUBLICAN PARTY,FL,21,H2FL21074
BUONGIORNO JEFFREY D,House,REPUBLICAN PARTY,FL,21,H2FL21082
DORILAS ROD MR.,House,REPUBLICAN PARTY,FL,22,H2FL21090
FRANZESE DANIEL JOHN,House,REPUBLICAN PARTY,FL,22,H2FL21108
SKRBIC LJUBO DR MD,House,REPUBLICAN PARTY,FL,21,H2FL21124
ADEIMY DEBORAH,House,REPUBLICAN PARTY,FL,22,H2FL21132
ARIANAS PETER STEVEN,House,REPUBLICAN PARTY,FL,22,H2FL21140
WHEELEN WILLIAM,House,REPUBLICAN PARTY,FL,22,H2FL21157
MARKS MARTIN J.,House,REPUBLICAN PARTY,FL,21,H2FL21165
MCLAUGHLIN CHRISTY,House,REPUBLICAN PARTY,FL,23,H2FL21173
LAWLOR CARRIE,House,REPUBLICAN PARTY,FL,22,H2FL21181
STEPHENS RICHARD A,House,INDEPENDENT,FL,22,H2FL22015
XUNA JOHN (AKA JUAN),House,DEMOCRATIC PARTY,FL,18,H2FL22049
ROBERTS CAROL A,House,DEMOCRATIC PARTY,FL,22,H2FL22056
SMILAN STANLEY S,House,NONE,FL,19,H2FL22064
MURPHY PATRICK E,House,DEMOCRATIC PARTY,FL,18,H2FL22072
HASNER ADAM,House,REPUBLICAN PARTY,FL,22,H2FL22098
JACOBS KRISTIN,House,DEMOCRATIC PARTY,FL,22,H2FL22106
CHESS STEVEN,House,REPUBLICAN PARTY,FL,23,H2FL22148
SWAFFAR DARLENE,House,REPUBLICAN PARTY,FL,23,H2FL22155
NAPIER MARK NOAH,House,NO PARTY AFFILIATION,FL,23,H2FL22163
MOSKOWITZ JARED,House,DEMOCRATIC PARTY,FL,23,H2FL22171
CALABRESE CURTIS,House,DEMOCRATIC PARTY,FL,22,H2FL22189
SORENSEN BEN,House,DEMOCRATIC PARTY,FL,23,H2FL22197
HOLZHAUER HAVA,House,DEMOCRATIC PARTY,FL,23,H2FL22205
CLARK BILL,House,DEMOCRATIC PARTY,FL,23,H2FL23013
HASTINGS ALCEE L,House,DEMOCRATIC PARTY,FL,20,H2FL23021
WASHINGTON WILLIAM,House,DEMOCRATIC PARTY,FL,23,H2FL23039
GRAY JEROME EDMUND,House,REPUBLICAN PARTY,FL,23,H2FL23047
PARKER OLIVER,House,REPUBLICAN PARTY,FL,23,H2FL23054
YOUNG RUBIN MR.,House,REPUBLICAN PARTY,FL,25,H2FL23104
ALMONTE MELINDA,House,REPUBLICAN PARTY,FL,24,H2FL23120
BUDD JOE,House,REPUBLICAN PARTY,FL,23,H2FL23138
WEINSTEIN IRA,House,REPUBLICAN PARTY,FL,23,H2FL23146
HAMILTON MICHAELANGELO COLLINS,House,DEMOCRATIC PARTY,FL,23,H2FL23153
PERRONE MYLES,House,REPUBLICAN PARTY,FL,23,H2FL23161
TROUT W MICHAEL,House,DEMOCRATIC PARTY,FL,23,H2FL23260
ELLISON ALLEN,House,DEMOCRATIC PARTY,FL,23,H2FL23278
JACOBS HARRY NATHAN,House,DEMOCRATIC PARTY,FL,24,H2FL24011
MCLAIN DARYL G,House,REPUBLICAN PARTY,FL,24,H2FL24029
OLIVO CHRISTINE ALEXANDRIA,House,DEMOCRATIC PARTY,FL,26,H2FL24037
HARRIS KEVIN COREY,House,DEMOCRATIC PARTY,FL,24,H2FL24045
EDMONSON AUDREY,House,DEMOCRATIC PARTY,FL,24,H2FL24060
NAVARRO JESUS,House,REPUBLICAN PARTY,FL,24,H2FL24078
DIAZ-BALART MARIO,House,REPUBLICAN PARTY,FL,26,H2FL25018
VIRGILI LORNA,House,DEMOCRATIC PARTY,FL,25,H2FL25026
GARCIA LUIS R JR,House,DEMOCRATIC PARTY,FL,25,H2FL25034
STERNAD JUSTIN LAMAR,House,DEMOCRATIC PARTY,FL,26,H2FL25042
GENTLE ADAM,House,DEMOCRATIC PARTY,FL,25,H2FL25067
CLARK DREW-MONTEZ DR.,House,REPUBLICAN PARTY,FL,20,H2FL25083
MILLWEE ROBERT,House,DEMOCRATIC PARTY,FL,25,H2FL25091
WALKER DOUGLAS G,House,REPUBLICAN PARTY,FL,26,H2FL26024
ROSES GLORIA ROMERO,House,DEMOCRATIC PARTY,FL,26,H2FL26032
MARIN GUSTAVO,House,DEMOCRATIC PARTY,FL,26,H2FL26040
FERNANDEZ ANGEL,House,INDEPENDENT,FL,26,H2FL26065
SCHAFFER JEREMIAH,House,REPUBLICAN PARTY,FL,28,H2FL26073
SWANSON RUTH ANN,House,REPUBLICAN PARTY,FL,26,H2FL26081
MELENDEZ JULIUS,House,REPUBLICAN PARTY,FL,9,H2FL27022
MONTALVO ANGEL,House,DEMOCRATIC PARTY,FL,27,H2FL27055
PEREZ JANELLE,House,DEMOCRATIC PARTY,FL,27,H2FL27063
POLO FRANK,House,REPUBLICAN PARTY,FL,27,H2FL27071
RUSSELL KEN,House,DEMOCRATIC PARTY,FL,27,H2FL27089
GAILLOT JACQUES RENE JR,House,DEMOCRATIC PARTY,FL,3,H2FL28012
MARTINEZ GARIN CARLOS A MR,House,REPUBLICAN PARTY,FL,28,H2FL28020
ASENCIO ROBERT,House,DEMOCRATIC PARTY,FL,28,H2FL28038
HECHT GREGORY KEITH,House,DEMOCRATIC PARTY,GA,13,H2GA00019
HERMAN ALLAN,House,GREEN PARTY,GA,7,H2GA00027
WESSELS CHARLES H,House,DEMOCRATIC PARTY,GA,1,H2GA01017
FRANKLIN JAMES B,House,REPUBLICAN PARTY,GA,1,H2GA01025
JONES HERBERT JR,House,REPUBLICAN PARTY,GA,1,H2GA01033
SCHAFFER MATT,House,DEMOCRATIC PARTY,GA,1,H2GA01041
KEMP RENE D,House,DEMOCRATIC PARTY,GA,1,H2GA01058
THOMAS ROBERT LINDSAY,House,DEMOCRATIC PARTY,GA,1,H2GA01066
HOLM CHARLES R JR,House,DEMOCRATIC PARTY,GA,1,H2GA01082
DELOACH HOMER MARION (BUDDY),House,DEMOCRATIC PARTY,GA,1,H2GA01124
CHRISTMAS BARBARA HOWARD,House,DEMOCRATIC PARTY,GA,1,H2GA01132
GINN RONALD BRYAN JR,House,DEMOCRATIC PARTY,GA,1,H2GA01140
ARMSTRONG HUGH H JR (MACK),House,DEMOCRATIC PARTY,GA,1,H2GA01165
SCARDINO JOHN PATRICK,House,DEMOCRATIC PARTY,GA,1,H2GA01173
"JOLLEY W B ""BILL""",House,REPUBLICAN PARTY,GA,1,H2GA01181
FENNEL RONALD DELMER,House,DEMOCRATIC PARTY,GA,1,H2GA01199
JONES ALBERT MARVIN,House,DEMOCRATIC PARTY,GA,1,H2GA01215
RUSSO NATHAN C,House,OTHER,GA,1,H2GA01223
MESSINGER LESLI RAE,House,DEMOCRATIC PARTY,GA,1,H2GA01231
HERRING WADE WILKES MR. II,House,DEMOCRATIC PARTY,GA,1,H2GA01249
MUNROE MICHELLE,House,DEMOCRATIC PARTY,GA,1,H2GA01272
MATHIS M DAWSON,House,DEMOCRATIC PARTY,GA,2,H2GA02015
EDWARDS LONZY F SR,House,DEMOCRATIC PARTY,GA,2,H2GA02023
BISHOP SANFORD,House,DEMOCRATIC PARTY,GA,2,H2GA02031
MCGINLEY THOMAS HENRY JR,House,REPUBLICAN PARTY,GA,2,H2GA02049
WHIGHAM PHILLIP FRANK,House,DEMOCRATIC PARTY,GA,2,H2GA02056
KAIGLER STEPHANIE A,House,DEMOCRATIC PARTY,GA,2,H2GA02064
YOUNG-CUMMINGS MARY,House,DEMOCRATIC PARTY,GA,2,H2GA02072
MENEFEE DANIEL A,House,REPUBLICAN PARTY,GA,2,H2GA02080
DUDLEY JIM,House,REPUBLICAN PARTY,GA,2,H2GA02098
HOUSE JOHN M,House,REPUBLICAN PARTY,GA,2,H2GA02114
TAYLOR TRACY,House,REPUBLICAN PARTY,GA,2,H2GA02122
O'HARA JOSEPH,House,DEMOCRATIC PARTY,GA,2,H2GA02148
WEST CHRISTOPHER CHRIS,House,REPUBLICAN PARTY,GA,2,H2GA02155
JOHNSON ARTHUR WAYNE,House,REPUBLICAN PARTY,GA,2,H2GA02163
ROBERTSON RICHARD M,House,REPUBLICAN PARTY,GA,2,H2GA02171
HUNT JEREMY,House,REPUBLICAN PARTY,GA,2,H2GA02189
ELLIOT TYRON CLIFFORD,House,REPUBLICAN PARTY,GA,3,H2GA03013
RAY RICHARD B,House,DEMOCRATIC PARTY,GA,3,H2GA03021
REEHLING PAUL,House,DEMOCRATIC PARTY,GA,3,H2GA03039
CANTRELL (JIM) JAMES N,House,DEMOCRATIC PARTY,GA,3,H2GA03047
COLLINS MICHAEL ALLEN,House,REPUBLICAN PARTY,GA,8,H2GA03070
HOBBS ROBERT J,House,DEMOCRATIC PARTY,GA,3,H2GA03088
"BYRD CHARLES W (""CHUCK"")",House,DEMOCRATIC PARTY,GA,3,H2GA03096
CLAY CALDER B III,House,REPUBLICAN PARTY,GA,3,H2GA03104
"DAYAN SIGFRIED ""SIG""",House,DEMOCRATIC PARTY,GA,3,H2GA03112
LESTER JOE NATHAN,House,DEMOCRATIC PARTY,GA,3,H2GA03120
KINGSLEY KENT EASTON,House,REPUBLICAN PARTY,GA,3,H2GA03138
CRAIG JARED,House,REPUBLICAN PARTY,GA,3,H2GA03179
WINDER RICHARD PARRY,House,REPUBLICAN PARTY,GA,4,H2GA04011
MORSBERGER EMORY LEE,House,REPUBLICAN PARTY,GA,4,H2GA04037
MILLER RAY,House,REPUBLICAN PARTY,GA,4,H2GA04045
PHILLIPS R T (TOM),House,REPUBLICAN PARTY,GA,4,H2GA04052
STEINBERG CATHEY WEISS,House,DEMOCRATIC PARTY,GA,4,H2GA04060
ROBINSON RICHARD EDWIN,House,REPUBLICAN PARTY,GA,4,H2GA04078
FISHER JIMMY W,House,UNKNOWN,GA,4,H2GA04086
WILSON ROBERT EARL,House,DEMOCRATIC PARTY,GA,4,H2GA04094
DAVIS CATHERINE,House,REPUBLICAN PARTY,GA,4,H2GA04102
MAJETTE DENISE L,House,DEMOCRATIC PARTY,GA,4,H2GA04110
VAN AUKEN CYNTHIA L,House,REPUBLICAN PARTY,GA,4,H2GA04128
PEREIRA BARBARA BRUNNER,House,REPUBLICAN PARTY,GA,4,H2GA04136
VAUGHN JEFFERY CHRIS,House,REPUBLICAN PARTY,GA,4,H2GA04144
PALLEN GREGORY THOMAS,House,REPUBLICAN PARTY,GA,4,H2GA04151
DILLARD COURTNEY L SR,House,DEMOCRATIC PARTY,GA,4,H2GA04169
NUNNALLY LINCOLN ,House,INDEPENDENT,GA,4,H2GA04177
BECKLEY ALISON,House,SOCIALIST WORKERS PARTY,GA,5,H2GA05018
JONES PAUL R,House,REPUBLICAN PARTY,GA,5,H2GA05034
"MCKINNEY JAMES E ""BILLY""",House,INDEPENDENT,GA,5,H2GA05059
"THOMAS MABLE ""ABLE""",House,DEMOCRATIC PARTY,GA,5,H2GA05075
BROCK BARBARA,House,REPUBLICAN PARTY,GA,5,H2GA05083
STABLER PAUL R,House,REPUBLICAN PARTY,GA,5,H2GA05091
JOHNSON MICHAEL DARRELL,House,DEMOCRATIC PARTY,GA,5,H2GA05125
STOPECK HOWARD,House,REPUBLICAN PARTY,GA,5,H2GA05133
ZIMM CHRISTIAN GERARD,House,REPUBLICAN PARTY,GA,5,H2GA05166
STOVALL VALENCIA,House,DEMOCRATIC PARTY,GA,5,H2GA05174
MACBAGITO CHARLOTTE,House,DEMOCRATIC PARTY,GA,5,H2GA05182
WOOD JAMES M (JIM) JR,House,DEMOCRATIC PARTY,GA,6,H2GA06016
FRIDAY JAMES LAWRENCE SR,House,DEMOCRATIC PARTY,GA,3,H2GA06024
CLARK HERMAN,House,REPUBLICAN PARTY,GA,6,H2GA06032
BROWN LEONARD BART JR,House,DEMOCRATIC PARTY,GA,6,H2GA06040
CENTER TONY,House,DEMOCRATIC PARTY,GA,12,H2GA06057
PELPHREY GARY R,House,UNKNOWN,GA,6,H2GA06065
SIFEN RONALD ALAN,House,DEMOCRATIC PARTY,GA,6,H2GA06073
MONTIGEL ROBERT G,House,DEMOCRATIC PARTY,GA,6,H2GA06107
KAZANOW JEFFREY H,House,DEMOCRATIC PARTY,GA,6,H2GA06115
EARLS HAROLD,House,REPUBLICAN PARTY,GA,6,H2GA06123
WELSH ERIC MICHAEL,House,REPUBLICAN PARTY,GA,6,H2GA06131
DESVIGNES ELFREDA,House,REPUBLICAN PARTY,GA,7,H2GA06149
STAPLES MARY MALLORY,House,REPUBLICAN PARTY,GA,6,H2GA06156
EVANS JAKE,House,REPUBLICAN PARTY,GA,6,H2GA06164
HANSON MEAGAN MYERS,House,REPUBLICAN PARTY,GA,6,H2GA06172
VOYLES SUSAN,House,REPUBLICAN PARTY,GA,6,H2GA06180
GATEWOOD BYRON,House,REPUBLICAN PARTY,GA,6,H2GA06198
WHITE WAYNE C,House,DEMOCRATIC PARTY,GA,6,H2GA06214
CHRISTIAN ROBERT FRANKLIN MR. III,House,DEMOCRATIC PARTY,GA,7,H2GA06222
SELLERS DAVID A,House,REPUBLICAN PARTY,GA,7,H2GA07014
FITZGERALD BRENDA CODY,House,REPUBLICAN PARTY,GA,7,H2GA07048
PERRAS NELSON DAVID,House,DEMOCRATIC PARTY,GA,7,H2GA07089
REILLY STEVEN M,House,DEMOCRATIC PARTY,GA,7,H2GA07097
HANCOCK DAVID,House,REPUBLICAN PARTY,GA,7,H2GA07113
CORBIN MICHAEL ALLEN,House,REPUBLICAN PARTY,GA,3,H2GA07121
GEORGE YAHANSEH YG NYGHTSTORM,House,REPUBLICAN PARTY,GA,7,H2GA07139
MCLEOD DONNA THERESA MS.,House,DEMOCRATIC PARTY,GA,7,H2GA07147
MCCOY LISA,House,REPUBLICAN PARTY,GA,7,H2GA07162
ROWLAND JAMES ROY JR,House,DEMOCRATIC PARTY,GA,8,H2GA08012
WHEELER EDD DUDLEY,House,DEMOCRATIC PARTY,GA,8,H2GA08020
CHAMBLISS SAXBY,House,REPUBLICAN PARTY,GA,8,H2GA08038
LIGHTLE WILLIAM HOMER,House,DEMOCRATIC PARTY,GA,8,H2GA08046
MOSLEY MARK,House,LIBERTARIAN PARTY,GA,8,H2GA08079
BUTLER DARRIUS MAURICE,House,DEMOCRATIC PARTY,GA,8,H2GA08095
SHERWOOD CHARLES CAMPBELL,House,REPUBLICAN PARTY,GA,9,H2GA09010
RAMSEY TOM,House,DEMOCRATIC PARTY,GA,9,H2GA09044
GRAMMER JUDY F,House,REPUBLICAN PARTY,GA,9,H2GA09051
ORR ESTON WYCLIFFE SR,House,DEMOCRATIC PARTY,GA,9,H2GA09069
BOHANNON LANE A,House,REPUBLICAN PARTY,GA,9,H2GA09077
BECKER DANIEL CRAIG,House,REPUBLICAN PARTY,GA,9,H2GA09085
WHITAKER BEN N,House,REPUBLICAN PARTY,GA,9,H2GA09093
DARNELL TONY,House,REPUBLICAN PARTY,GA,9,H2GA09119
DICKERSON CECIL LEE,House,REPUBLICAN PARTY,GA,9,H2GA09127
IRWIN BARRY GORDON,House,DEMOCRATIC PARTY,GA,9,H2GA09135
ZOLLER MARTHA MITCHELL,House,REPUBLICAN PARTY,GA,9,H2GA09143
COLLINS DOUGLAS ALLEN,House,REPUBLICAN PARTY,GA,9,H2GA09150
BICKNELL HUNTER,House,REPUBLICAN PARTY,GA,9,H2GA09168
FITZPATRICK ROGER ,House,REPUBLICAN PARTY,GA,9,H2GA09176
COOLEY JOSEPH DILLARD III (JODY),House,DEMOCRATIC PARTY,GA,9,H2GA09200
SOUTHER BENJAMIN ODUM,House,REPUBLICAN PARTY,GA,9,H2GA09226
FORD MICHAEL C. MR.,House,DEMOCRATIC PARTY,GA,9,H2GA09234
HOWARD JON GREGORY,House,REPUBLICAN PARTY,GA,9,H2GA09242
WETHERHORN MARC,House,DEMOCRATIC PARTY,GA,10,H2GA10018
JOHNSON C DONALD,House,DEMOCRATIC PARTY,GA,10,H2GA10026
ALBERT FRANK A,House,REPUBLICAN PARTY,GA,10,H2GA10034
WATKINS ISABELLE YOUNG,House,DEMOCRATIC PARTY,GA,10,H2GA10042
SIMPSON THOMAS E (TOM),House,REPUBLICAN PARTY,GA,10,H2GA10059
MCGILL JAMES CURTIS,House,REPUBLICAN PARTY,GA,10,H2GA10075
PARDUE CHUCK RICHARD,House,DEMOCRATIC PARTY,GA,12,H2GA10083
BOWER DOUGLAS W,House,DEMOCRATIC PARTY,GA,10,H2GA10109
SIMPSON STEPHEN K MR.,House,REPUBLICAN PARTY,GA,10,H2GA10117
REUTER KIMBERLY ANN CLARK,House,DEMOCRATIC PARTY,GA,6,H2GA10133
MCMAIN MARC,House,REPUBLICAN PARTY,GA,10,H2GA10158
BARR TIMOTHY,House,REPUBLICAN PARTY,GA,10,H2GA10166
ALVEY ANDREW,House,REPUBLICAN PARTY,GA,10,H2GA10174
CURRY DAVID,House,REPUBLICAN PARTY,GA,10,H2GA10182
HATCHER PHYLLIS D,House,DEMOCRATIC PARTY,GA,10,H2GA10208
SIMS ALAN,House,REPUBLICAN PARTY,GA,10,H2GA10216
SWAN MITCHELL,House,REPUBLICAN PARTY,GA,10,H2GA10224
WEST MARY,House,REPUBLICAN PARTY,GA,7,H2GA10232
WITT PATRICK J,House,REPUBLICAN PARTY,GA,10,H2GA10240
